401,Additional,leyou LI,N,lord of the rings return of the king , witch king , Send forth all legions. Do not stop the attack until the city is taken. Slay them all.
402,Additional,leyou LI,N,lord of the rings return of the king , gothmog , What of the Wizard?
403,Additional,leyou LI,N,lord of the rings return of the king , witch king , I shall break him.
404,Additional,leyou LI,N,lord of the rings return of the king , soldier 1 , Where are Theoden's riders?
405,Additional,leyou LI,N,lord of the rings return of the king , soldier 2 , Will Rohan's army come?
406,Additional,leyou LI,N,lord of the rings return of the king , soldier 1 , Mithrandir?
407,Additional,leyou LI,N,lord of the rings return of the king , g an da lf , Courage is the best defence that you have now.
408,Additional,leyou LI,N,lord of the rings return of the king , pippin ," Here do I swear fealty and service to Gondor, in peace or war, in living or dying, from this hour henceforth, until my lord release me, or death take me."
409,Additional,leyou LI,N,lord of the rings return of the king , denethor ," And I shall not forget it, nor fail to reward that which is given ..."
410,Additional,leyou LI,N,lord of the rings return of the king , faramir , What would you have me do?
411,Additional,leyou LI,N,lord of the rings return of the king , denethor , I will not yield the River and Pelennor unfought - Osgiliath must be retaken.
412,Additional,leyou LI,Y,lord of the rings return of the king , faramir ," My Lord, Osgiliath is overrun."
413,Additional,leyou LI,Y,lord of the rings return of the king , denethor , Much must be risked in war. Is there a Captain here who still has the courage to do his Lord's will?
414,Additional,leyou LI,Y,lord of the rings return of the king , faramir ," You wish now that our places had been exchanged, that I had died and Boromir had lived?"
415,Additional,leyou LI,N,lord of the rings return of the king , denethor ," Yes, I wish that."
416,Additional,leyou LI,N,lord of the rings return of the king , faramir ," Since you are robbed of Boromir, I will do what I can in his stead."
417,Additional,leyou LI,Y,lord of the rings return of the king , denethor , That will depend on the manner of your return.
418,Additional,leyou LI,Y,lord of the rings return of the king , sam ," What are you up to? Sneaking off, are we?"
419,Additional,leyou LI,Y,lord of the rings return of the king , smeagol ," Sneaking? Sneaking? Fat Hobbit is always so polite. Smeagol shows them secret ways that nobody else could find and they say Sneak!, Sneak!. Very nice friends, oh yes, my Precious, very nice."
420,Additional,leyou LI,N,lord of the rings return of the king , sam ," Alright, alright - you just startled me is all. What were you doing?"
421,Additional,leyou LI,Y,lord of the rings return of the king , smeagol , Sneaking!
422,Additional,leyou LI,Y,lord of the rings return of the king , sam ," Fine, have it your own way."
423,Additional,leyou LI,N,lord of the rings return of the king , frodo . , It's dark still.
424,Additional,leyou LI,N,lord of the rings return of the king , sam , It's always dark here -
425,Additional,leyou LI,N,cinema paradiso , salvatore ," Don Ciccio, I've got an idea...You remember that old abandoned movie house where they're supposed to build those low-rent houses?"
426,Additional,leyou LI,N,cinema paradiso , spaccafico , So what's that got to do with it?
427,Additional,leyou LI,N,cinema paradiso , salvatore ," The projector's all rusty, but I could fix it in two or three days. Give the place a good cleaning, put in some seats and bring in a projectionist and we'll show Catene in two houses."
428,Additional,leyou LI,Y,cinema paradiso , spaccafico ," What the fuck you talking about? You getting into the act too, Toto? Titanus has trouble giving me even one copy and I have to say thanks! If I ask for two, the least they'll do is cut off my head and play ball with it!"
429,Additional,leyou LI,Y,cinema paradiso , salvatore , Who says we need two copies?
430,Additional,leyou LI,Y,cinema paradiso , usher , That's enough now! You've seen it ten times! I need the seats! I wish you'd all get the galloping runs!
431,Additional,leyou LI,Y,cinema paradiso , carabinieres ," Easy! Easy! Through the emergency exits, quick! Stop the jabbering!!"
432,Additional,leyou LI,N,cinema paradiso , salvatore , Now get running and bring me the first reel. Meanwhile I'll start showing the news!
433,Additional,leyou LI,N,cinema paradiso , boccia ," OK, Toto!"
434,Additional,leyou LI,N,cinema paradiso , spaccafico , Quick! Give it to me! Here's the first part. Get moving!
435,Additional,leyou LI,N,cinema paradiso , spaccafico ," Here you are! Quick, quick!! People are waiting!"
436,Additional,leyou LI,Y,cinema paradiso , audience ," Hey, when's it starting!! We've got ploughing to do in the morning!! Toto, get a move on!! Heeey!!"
437,Additional,leyou LI,N,cinema paradiso , carabiniere ," What are we going to do, Toto? The whole place here is up in arms. They've been waiting more than a half hour."
438,Additional,leyou LI,Y,cinema paradiso , salvatore , What can I do?
439,Additional,leyou LI,N,cinema paradiso , spaccafico , Where's the fucking bastard got to?
440,Additional,leyou LI,Y,cinema paradiso , spectator ," Let's get one thing straight, Don Ciccio! I'm waiting ten minutes more, and if you haven't started... you're giving me my money back!!"
441,Additional,leyou LI,Y,cinema paradiso , audience , Well said! Well said! We want our money back!!
442,Additional,leyou LI,N,cinema paradiso , spaccafico , Easy! Easy! What about my showing you the first part again? Huh?
443,Additional,leyou LI,Y,cinema paradiso , audience ," No! First part, my foot! We want to see how the story ends!!"
444,Additional,leyou LI,Y,cinema paradiso , pasquale , I've seen the whole works! You want me to tell you how it ends?
445,Additional,leyou LI,Y,cinema paradiso , audience ," Nooo! No! Shut up, you jerk!!"
446,Additional,leyou LI,N,godfather part ii , connie ," How are you, honey? You've met Merle, haven't you. He was with me in Vegas."
447,Additional,leyou LI,N,godfather part ii , michael , I saw him with you.
448,Additional,leyou LI,N,godfather part ii , connie , We're going to Europe next week. I want to get passage booked on the Queen.
449,Additional,leyou LI,Y,godfather part ii , michael , Why do you come to me? Why don't you go to a travel agent?
450,Additional,leyou LI,N,godfather part ii , merle , We're going to get married first.
451,Additional,leyou LI,Y,godfather part ii , michael ," The ink on your divorce isn't dry. Your children see you on weekends; your oldest boy, Michael Francis... was in some trouble with the Reno police over some petty theft that you don't even know about."
452,Additional,leyou LI,N,godfather part ii , connie , Michael...
453,Additional,leyou LI,Y,godfather part ii , michael ," You fly around the world with lazy young men who don't have any love for you, and use you like a whore."
454,Additional,leyou LI,Y,godfather part ii , connie , You're not my father!
455,Additional,leyou LI,Y,godfather part ii , michael , Then why do you come to me?
456,Additional,leyou LI,Y,godfather part ii , connie , Because I need MONEY!
457,Additional,leyou LI,Y,godfather part ii , michael ," Connie, I want to be reasonable with you. You have a house here, with us. You can live here with your kids...and you won't be deprived of anything. I don't know much about Merle; I don't know what he does for a living; what he lives on. Why don't you tell him marriage is really out of the question; and that you can't see him any more. He'll understand. But if you disobey me, and marry this pimp...it would disappoint me."
458,Additional,leyou LI,Y,godfather part ii , connie , It was my father's money; and I'm entitled to what I need. Where is Tom Hagen?
459,Additional,leyou LI,Y,godfather part ii , michael , Are you finished?
460,Additional,leyou LI,N,godfather part ii , merle , I think so.
461,Additional,leyou LI,Y,godfather part ii , michael , Then out.
462,Additional,leyou LI,Y,godfather part ii , michael , You were unfair with them.
463,Additional,leyou LI,Y,godfather part ii , pentangeli , Says who?
464,Additional,leyou LI,Y,godfather part ii , michael ," Clemenza promised Rosato three territories in the Bronx after he died, and then you took over and welched."
465,Additional,leyou LI,Y,godfather part ii , pentangeli ," Clemenza promised them nothing, he hated the sonsuvbitches."
466,Additional,leyou LI,Y,godfather part ii , michael , They feel cheated.
467,Additional,leyou LI,Y,godfather part ii , pentangeli ," Michael, you're sitting up here in the Sierra Mountains with champagne cocktails making judgment on the way I run my family."
468,Additional,leyou LI,Y,godfather part ii , michael ," Your family still carries the name Corleone, and you will run it like a Corleone!"
469,Additional,leyou LI,Y,godfather part ii , pentangeli ," And while I feed my family in New York, you put the knife in my back in Miami."
470,Additional,leyou LI,Y,godfather part ii , michael ," Frankie, you're a good old man, and you've been loyal to my Father for years...so I hope you can explain what you mean."
471,Additional,leyou LI,Y,godfather part ii , pentangeli ," The Rosatos are running crazy; taking hostages, spitting in my face, because they're backed by the Jew in Miami."
472,Additional,leyou LI,N,godfather part ii , michael , I know. That's why I want you to be fair with them.
473,Additional,leyou LI,Y,the king's speech , lionel , Why not paint him pink and cover him with sequins?
474,Additional,leyou LI,Y,the king's speech , cosmo lang , Pardon?!
475,Additional,leyou LI,Y,the king's speech , lionel , If you wish to call attention to his anxiety.
476,Additional,leyou LI,Y,the king's speech , cosmo lang , Does your bodyguard know to whom he's speaking? He certainly doesn't know his place!
477,Additional,leyou LI,N,the king's speech , bertie ," Doctor Lionel Logue, my speech therapist."
478,Additional,leyou LI,Y,the king's speech , cosmo lang , Therapist?! I'd no idea! Had I known Your Majesty was seeking assistance I would've made my own recommendation.
479,Additional,leyou LI,N,the king's speech , bertie , Dr. Logue is to be present at the Coronation.
480,Additional,leyou LI,Y,the king's speech , cosmo lang , Impossibly to find room. Even for a Doctor.
481,Additional,leyou LI,N,the king's speech , lionel , Just Lionel.
482,Additional,leyou LI,N,the king's speech , bertie , Behind the chair of Edward the Confessor.
483,Additional,leyou LI,Y,the king's speech , cosmo lang , The Royal Box!? Your Family will be seated there.
484,Additional,leyou LI,Y,the king's speech , bertie , Which makes it most suitable.
485,Additional,leyou LI,N,the king's speech , cosmo lang , Perhaps I might be able to add a very small stool.
486,Additional,leyou LI,N,the king's speech , bertie , Two comfortable chairs. One for Madam Logue. She's a close friend of my wife. The Queen.
487,Additional,leyou LI,N,the king's speech , cosmo lang , I'll have someone attend to it.
488,Additional,leyou LI,N,the king's speech , lionel ," And now, if you don't mind, we need the premises."
489,Additional,leyou LI,Y,the king's speech , cosmo lang ," My dear fellow, this is Westminster Abbey! The Church must make preparations."
490,Additional,leyou LI,Y,the king's speech , lionel , So must Bertie.
491,Additional,leyou LI,Y,the king's speech , cosmo lang , Bertie?! We do not call the King: Bertie!
492,Additional,leyou LI,Y,the king's speech , lionel , I do. During waking hours we'll need the facilities. It'll be a closed set. No observers.
493,Additional,leyou LI,N,the king's speech , bertie ," Those are my wishes, Your Grace."
494,Additional,leyou LI,Y,the king's speech , bertie , You've made a dangerous enemy.
495,Additional,leyou LI,Y,the king's speech , lionel , Wouldn't want him as a friend.
496,Additional,leyou LI,N,the king's speech , bertie , And don't ever call me Bertie in public.
497,Additional,leyou LI,N,the king's speech , lionel , Tell me...
498,Additional,leyou LI,N,the king's speech , bertie , I sense one of your dreadful questions on the horizon.
499,Additional,leyou LI,N,the king's speech , lionel , Do you really want to be King?
500,Additional,leyou LI,N,the king's speech , bertie , Knew it! I haven't any choice.
501,Additional,leyou LI,N,the king's speech , lionel ," You can be a wounded King who stumbles through his Coronation. Or, as the Arch of C so archly suggests, no Coronation at all. Always a choice."
502,Additional,leyou LI,Y,the king's speech , bertie ," What's this, you wait til Westminster Abbey, then ambush me?"
503,Additional,leyou LI,N,the king's speech , lionel , I'm simply asking questions... which you seem unable to answer.
504,Additional,leyou LI,Y,the king's speech , bertie , I'm a sacrificial lamb being led to slaughter! Damn you!
505,Additional,leyou LI,N,the king's speech , lionel , Quite possibly. But at least I know what I want. You haven't the foggiest.
601,Additional,xiaoxiaojing YANG,N, office space , peter ," Lawrence, can't you just pretend like we can't hear each other through the wall?"
602,Additional,xiaoxiaojing YANG,N, office space , lawrence ," Oh! I'm sorry man, is Anne over there or something?"
603,Additional,xiaoxiaojing YANG,N, office space , peter ," No! But if you just want to talk to me, just come over."
604,Additional,xiaoxiaojing YANG,N, office space , lawrence ," Hey man. Check this out, dude."
605,Additional,xiaoxiaojing YANG,N, office space , peter ," Oh geez, Lawrence."
606,Additional,xiaoxiaojing YANG,N, office space , lawrence ," I'm sorry, man. I thought you'd wanna see this. Doesn't this chick look like Anne?"
607,Additional,xiaoxiaojing YANG,N, office space , peter ," Yeah, a little bit."
608,Additional,xiaoxiaojing YANG,N, office space , lawrence ," Hey, she hasn't been over here in a while. You two still going out?"
609,Additional,xiaoxiaojing YANG,N, office space , peter ," I guess, yeah. I, I don't know. Sometimes I get the feeling that she's cheating on me."
610,Additional,xiaoxiaojing YANG,Y, office space , lawrence ," Yeah, I get that feeling too, man."
611,Additional,xiaoxiaojing YANG,Y, office space , peter , What do you mean by that?
612,Additional,xiaoxiaojing YANG,Y, office space , lawrence ," I don't know , man, I just get that feeling looking at her, like - I'm sorry, man. Look, I, I, I, I, I, I'm talking out of my ass. I don't know."
613,Additional,xiaoxiaojing YANG,N, office space , peter , It's ok. I just had a rough day.
614,Additional,xiaoxiaojing YANG,N, office space , lawrence ," Tell me about it, man. I gotta wake my ass up at six AM every day of this week and drag myself up to Vascalinas. Yeah, I'm doing the drywall up there at the new McDonalds."
615,Additional,xiaoxiaojing YANG,N, office space , peter ," Let me ask you something. When you come in on Mondays, and you're not feeling too well, does anybody ever come up to you and say sounds like someone's got a case of the Mondays?"
616,Additional,xiaoxiaojing YANG,N, office space , lawrence ," No. No, man, shit, no, man. I believe you get your ass kicked for sayin' something like that, man."
617,Additional,xiaoxiaojing YANG,N, office space , peter , Huh.
618,Additional,xiaoxiaojing YANG,N, office space , lawrence , We still going fishing this weekend?
619,Additional,xiaoxiaojing YANG,N, office space , peter , Nah. Lumbergh's gonna make me come in this Saturday. I know it.
620,Additional,xiaoxiaojing YANG,N, office space , lawrence ," Well, you can get out of that easily."
621,Additional,xiaoxiaojing YANG,N, office space , peter ," Yeah, how?"
622,Additional,xiaoxiaojing YANG,N, office space , lawrence ," Well, when you work on an Saturday, he generally asks you at the end of the day, right? So all you have to do is avoid him ? That's all right, i got one ? The last few hours of the day. And turn off your answering machine, you should be home free then."
623,Additional,xiaoxiaojing YANG,N, office space , peter ," That's a really good idea. Lawrence, what would you do if you had a million dollars?"
624,Additional,xiaoxiaojing YANG,N, office space , lawrence ," I'll tell you what I'll do, man--Two chicks at the same time."
625,Additional,xiaoxiaojing YANG,N, office space , peter ," That's it? If you had a million dollars, that's what you'd do, two chicks at the same time?"
626,Additional,xiaoxiaojing YANG,N, office space , lawrence ," Damn straight, man. I've always wanted to do that. I figure if I were a millionaire, I could hook that up. Chicks dig guys with money."
627,Additional,xiaoxiaojing YANG,N, office space , peter , Well not all chicks?.
628,Additional,xiaoxiaojing YANG,N, office space , lawrence ," Well, the type that double up on a guy like me do."
629,Additional,xiaoxiaojing YANG,N, office space , peter , Good point.
630,Additional,xiaoxiaojing YANG,N, office space , peter , Besides two chicks at the same time?
631,Additional,xiaoxiaojing YANG,N, office space , lawrence , Oh yeah.
632,Additional,xiaoxiaojing YANG,N, office space , peter , Nothing.
633,Additional,xiaoxiaojing YANG,N, office space , lawrence ," Nothing, huh?"
634,Additional,xiaoxiaojing YANG,N, office space , peter ," I would relax, I would sit on my ass all day, I would do nothing."
635,Additional,xiaoxiaojing YANG,N, office space , lawrence ," You don't need a million dollars to do nothing, man. Take a look at my cousin. He's broke and don't do shit."
636,Additional,xiaoxiaojing YANG,Y, rush hour , secretary of state ," ...North Koreans have gone ballistic, accusing us of botching the ransom drop on purpose."
637,Additional,xiaoxiaojing YANG,Y, rush hour , secretary of defense , They're still harping on that American plot nonsense.
638,Additional,xiaoxiaojing YANG,N, rush hour , president , Meaning?
639,Additional,xiaoxiaojing YANG,Y, rush hour , secretary of defense , They say the death of the Premier's niece and her family would justify immediate retaliation.
640,Additional,xiaoxiaojing YANG,Y, rush hour , president , Are they out of their fuckin' minds?! What kind of retaliation?
641,Additional,xiaoxiaojing YANG,Y, rush hour , cia chief , They're threatening to pull a Saddam Hussein: remember the Scuds he lobbed at Jerusalem during Desert Storm? They're talking about firing a missile into Los Angeles --
642,Additional,xiaoxiaojing YANG,Y, rush hour , president , -- A goddamn WHAT??
643,Additional,xiaoxiaojing YANG,N, rush hour , intelligence officer ," Best guess is an AS-15, medium-range cruise -- their version of our Tomahawk, launched from offshore."
644,Additional,xiaoxiaojing YANG,N, rush hour , secretary of defense ," The AS-15 is gyro-guided. It will find the city, but it's not too accurate beyond that."
645,Additional,xiaoxiaojing YANG,N, rush hour , vice president ," Still, for their purposes it's perfect: Hit somewhere in L.A., take out a city block or two..."
646,Additional,xiaoxiaojing YANG,Y, rush hour , secretary of state , To the eyes of the world it's a measured response -- like what Reagan did to Qaddafi. But actually striking at an American city would be a huge psychological victory for them.
647,Additional,xiaoxiaojing YANG,Y, rush hour , president ," I don't believe I'm hearing this! So if we know it's coming, we can knock it out of the fuckin' sky!"
648,Additional,xiaoxiaojing YANG,Y, rush hour , secretary of defense ," These weapons fly subsonically, below radar... we don't have the defenses in place... If we'd had the time to deploy a string of Patriot anti- missile batteries across the coast --"
649,Additional,xiaoxiaojing YANG,N, rush hour , president , -- You're saying we got all this lousy hardware and can't stop one goddamn missile??
650,Additional,xiaoxiaojing YANG,N, rush hour , president , I want an immediate search for all ships within range.
651,Additional,xiaoxiaojing YANG,N, rush hour , fbi chief ," We better inform the other leaders, stall on the Summit --"
652,Additional,xiaoxiaojing YANG,Y, rush hour , president , There's no reason to panic yet -- they can't launch until after the family's confirmed dead!
653,Additional,xiaoxiaojing YANG,Y, rush hour , cia chief , Afraid that's not the case...
654,Additional,xiaoxiaojing YANG,N, rush hour , intelligence officer ," The North Korean Premier holds what we call a Brinksman Switch. He's able to destroy a missile in flight, right up to the moment before it achieves its target."
655,Additional,xiaoxiaojing YANG,N, rush hour , cia chief , Our Op says they've timed their retaliation to hit right after 5:00.
656,Additional,xiaoxiaojing YANG,N, rush hour , fbi chief ," And if the family turns up okay, they'll just make it self-destruct."
657,Additional,xiaoxiaojing YANG,Y, rush hour , president , Shit! I really don't need this today!
658,Additional,xiaoxiaojing YANG,N, rush hour , vice president , We're forgetting one thing here: the family. Intelligence is sure the North will abort their attack if Mrs. Han and her kids are safely returned?
659,Additional,xiaoxiaojing YANG,N, rush hour , cia chief , Absolutely. Their whole game depends on claiming a legitimate provocation.
660,Additional,xiaoxiaojing YANG,N, rush hour , secretary of defense ," Still, we should let them know there'd be a response... if it comes to it."
661,Additional,xiaoxiaojing YANG,N, rush hour , president , I'd like to turn 'em into a radioactive parking lot.
662,Additional,xiaoxiaojing YANG,Y, rush hour , secretary of state ," That's the problem: we can't. We're the last superpower. Our hands are tied by politics, alliances, goddamn stacks of treaties... most we could do is give 'em a measured response back again, or everyone starts crying that we're the bullies."
663,Additional,xiaoxiaojing YANG,Y, rush hour , secretary of defense ," Damn, I miss the Cold War. Russians wouldn't have dreamt of pulling a stunt like this."
664,Additional,xiaoxiaojing YANG,Y, rush hour , president ," Believe me, the North drops one in my fuckin' city, I'm dropping ten in theirs. Get some bombers in the air. And don't tell me any more bad news!"
665,Additional,xiaoxiaojing YANG,N, sex and the city , carrie , Miranda was starting to see the upside of Alzheimer's.
666,Additional,xiaoxiaojing YANG,N, sex and the city , carrie , Wedding crunch time. We need to really get serious here.
667,Additional,xiaoxiaojing YANG,Y, sex and the city , big , Not now -- I just got an email from the the contractor -- they pushed our move-in date again -- and I have to --
668,Additional,xiaoxiaojing YANG,N, sex and the city , carrie , Nope. Wedding before contractor. Unless you're planning to invite him -- which would make the guest list two hundred and one.
669,Additional,xiaoxiaojing YANG,Y, sex and the city , big ," Two hundred? Jesus, Carrie -- it's gone up again?"
670,Additional,xiaoxiaojing YANG,N, sex and the city , carrie , Blame the New York Post and Vogue. Two publications that have never before been uttered in the same sentence.
671,Additional,xiaoxiaojing YANG,Y, sex and the city , big , You said: seventy-five people in a partitioned-off room.
672,Additional,xiaoxiaojing YANG,Y, sex and the city , carrie , It's the dress. How can I explain this? It's like poker -- The dress upped the ante.
673,Additional,xiaoxiaojing YANG,Y, sex and the city , big , Change the dress.
674,Additional,xiaoxiaojing YANG,Y, sex and the city , carrie ," No, no, no -- you haven't seen this dress. This dress may be the whole reason to get married. Well, you and the dress."
675,Additional,xiaoxiaojing YANG,N, sex and the city , carrie ," How are you coming with your vows? Just a reminder -- you are going to be saying these in front of a lot of people, so the pressure is on."
676,Additional,xiaoxiaojing YANG,N, sex and the city , big ," Up, up. I have to finish this. Up."
677,Additional,xiaoxiaojing YANG,N, sex and the city , carrie , Hey...
678,Additional,xiaoxiaojing YANG,Y, sex and the city , big , I don't have time for this.
679,Additional,xiaoxiaojing YANG,Y, sex and the city , carrie , This is our wedding and you're not taking it seriously.
680,Additional,xiaoxiaojing YANG,Y, sex and the city , big ," No, I'm not -- It's a circus! Two hundred people -- Page Six -- This is my third marriage -- how do you think it makes me look?"
681,Additional,xiaoxiaojing YANG,Y, sex and the city , carrie , I didn't know that was even an issue. Why didn't you say anything sooner?
682,Additional,xiaoxiaojing YANG,Y, sex and the city , big , You wanted all this.
683,Additional,xiaoxiaojing YANG,Y, sex and the city , carrie , But -- don't you want --
684,Additional,xiaoxiaojing YANG,N, sex and the city , big ," I want you, Carrie. That's what I want. I would have just gone down to city hall."
685,Additional,xiaoxiaojing YANG,N, sex and the city , carrie , I think it's too late for city hall now.
686,Additional,xiaoxiaojing YANG,N, sex and the city , big ," Well, no. I wasn't suggesting -- I was just saying."
687,Additional,xiaoxiaojing YANG,N, sex and the city , big , See. That is the face I've been trying to avoid. Come here.
688,Additional,xiaoxiaojing YANG,N, sex and the city , carrie , You're a great man friend.
689,Additional,xiaoxiaojing YANG,N, a few good men , kaffee , I have Markinson.
690,Additional,xiaoxiaojing YANG,N, a few good men , ross , Where is he?
691,Additional,xiaoxiaojing YANG,N, a few good men , kaffee , A motel room in Arlington with 14 Federal Marshals outside his door. Take a sip of your drink.
692,Additional,xiaoxiaojing YANG,N, a few good men , ross , Damn.
693,Additional,xiaoxiaojing YANG,Y, a few good men , kaffee ," The transfer order that Parkinson signed is phoney. And Jessep's statement that the six a.m. flight was the first available is a lie, we're checking the tower chief's log. But in the meantime I'm gonna put the Apostle Jon Kendrick on the stand and see if we can't have a little fun."
694,Additional,xiaoxiaojing YANG,Y, a few good men , ross ," I have an obligation to tell you that if you accuse Kendrick or Jessep of any crime without proper evidence, you'll be subject to Court-Martial for professional misconduct. And that's something that'll be stapled to every job application you ever fill out. Markinson's not gonna hold up, he's a crazy man. I'm not saying this to intimidate you. I'm being your lawyer."
695,Additional,xiaoxiaojing YANG,Y, a few good men , kaffee ," Thanks, Jack. And I wanna tell you that I think the whole fuckin' bunch of you are certifiably insane. And this code of honor of yours makes me wanna beat the shit outta something."
696,Additional,xiaoxiaojing YANG,Y, a few good men , ross ," Don't you dare lump me in with Jessep and Markinson and Kendrick because we wear the same uniform. I'm your friend, Danny, and I'm telling you, I don't think your clients belong in jail. But I don't get to make that decision. I represent the Government of the United States. Without passion or prejudice. And my client has a case. I want you to acknowledge that the judge advocate has made you aware of the possible consequences involved in accusing a marine officer of a felony without proper evidence."
